order_line_id,order_id,customer_id,customer_name,region,segment,email,order_date,order_month,channel,status,include_in_sales_kpi,product_id,product_name,category,list_price,quantity,unit_price,discount_rate,return_events,latest_return_date,gross_sales,discounts,sales_before_returns,refunds,net_sales,sold_units,returned_units,line_source_row,order_source_row,customer_source_row,product_source_row
L002301,O00947,C0084,Customer 0084,West,Business,customer84@example.com,2025-12-20,2025-12,Store,Completed,True,P021,Lamp 021,Lighting,249.00,1,249.00,0.20,0,,249.00,49.8000,199.2000,0.0000,199.2000,1,0,2302,948,85,22
L002302,O00948,C0147,Customer 0147,East,Business,customer147@example.com,2025-05-11,2025-05,Store,Completed,True,P004,Desk 004,Furniture,123.00,3,123.00,0.00,1,2025-05-15,369.00,0.0000,369.0000,369.0000,0.0000,3,3,2303,949,148,5
L002303,O00949,C0085,Customer 0085,South,Consumer,customer85@example.com,2025-11-08,2025-11,Store,Completed,True,P006,Chair 006,Furniture,196.00,4,196.00,0.20,0,,784.00,156.8000,627.2000,0.0000,627.2000,4,0,2304,950,86,7
L002304,O00949,C0085,Customer 0085,South,Consumer,customer85@example.com,2025-11-08,2025-11,Store,Completed,True,P013,Lamp 013,Lighting,271.00,5,271.00,0.05,0,,1355.00,67.7500,1287.2500,0.0000,1287.2500,5,0,2305,950,86,14
L002305,O00949,C0085,Customer 0085,South,Consumer,customer85@example.com,2025-11-08,2025-11,Store,Completed,True,P021,Lamp 021,Lighting,249.00,3,249.00,0.20,0,,747.00,149.4000,597.6000,0.0000,597.6000,3,0,2306,950,86,22
L002306,O00950,C0231,Customer 0231,West,Business,customer231@example.com,2025-11-09,2025-11,Online,Completed,True,P020,Desk 020,Furniture,189.00,3,189.00,0.10,0,,567.00,56.7000,510.3000,0.0000,510.3000,3,0,2307,951,232,21
L002307,O00950,C0231,Customer 0231,West,Business,customer231@example.com,2025-11-09,2025-11,Online,Completed,True,P004,Desk 004,Furniture,123.00,5,123.00,0.00,0,,615.00,0.0000,615.0000,0.0000,615.0000,5,0,2308,951,232,5
L002308,O00950,C0231,Customer 0231,West,Business,customer231@example.com,2025-11-09,2025-11,Online,Completed,True,P003,Shelf 003,Storage,199.00,1,199.00,0.05,0,,199.00,9.9500,189.0500,0.0000,189.0500,1,0,2309,951,232,4
L002309,O00950,C0231,Customer 0231,West,Business,customer231@example.com,2025-11-09,2025-11,Online,Completed,True,P003,Shelf 003,Storage,199.00,3,199.00,0.00,0,,597.00,0.0000,597.0000,0.0000,597.0000,3,0,2310,951,232,4
L002310,O00951,C0066,Customer 0066,North,Business,customer66@example.com,2025-02-18,2025-02,Store,Completed,True,P003,Shelf 003,Storage,199.00,4,199.00,0.05,0,,796.00,39.8000,756.2000,0.0000,756.2000,4,0,2311,952,67,4
L002311,O00951,C0066,Customer 0066,North,Business,customer66@example.com,2025-02-18,2025-02,Store,Completed,True,P002,Chair 002,Furniture,284.00,3,284.00,0.00,0,,852.00,0.0000,852.0000,0.0000,852.0000,3,0,2312,952,67,3
L002312,O00952,C0093,Customer 0093,North,Consumer,customer93@example.com,2025-08-10,2025-08,Online,Completed,True,P021,Lamp 021,Lighting,249.00,3,249.00,0.05,0,,747.00,37.3500,709.6500,0.0000,709.6500,3,0,2313,953,94,22
L002313,O00952,C0093,Customer 0093,North,Consumer,customer93@example.com,2025-08-10,2025-08,Online,Completed,True,P017,Lamp 017,Lighting,300.00,4,300.00,0.05,0,,1200.00,60.0000,1140.0000,0.0000,1140.0000,4,0,2314,953,94,18
L002314,O00952,C0093,Customer 0093,North,Consumer,customer93@example.com,2025-08-10,2025-08,Online,Completed,True,P016,Desk 016,Furniture,231.00,4,231.00,0.10,0,,924.00,92.4000,831.6000,0.0000,831.6000,4,0,2315,953,94,17
L002315,O00953,C0227,Customer 0227,East,Consumer,customer227@example.com,2025-12-31,2025-12,Online,Cancelled,False,P013,Lamp 013,Lighting,271.00,3,271.00,0.05,0,,813.00,40.6500,772.3500,0.0000,772.3500,3,0,2316,954,228,14
L002316,O00953,C0227,Customer 0227,East,Consumer,customer227@example.com,2025-12-31,2025-12,Online,Cancelled,False,P002,Chair 002,Furniture,284.00,1,284.00,0.05,0,,284.00,14.2000,269.8000,0.0000,269.8000,1,0,2317,954,228,3
L002317,O00953,C0227,Customer 0227,East,Consumer,customer227@example.com,2025-12-31,2025-12,Online,Cancelled,False,P004,Desk 004,Furniture,123.00,2,123.00,0.00,0,,246.00,0.0000,246.0000,0.0000,246.0000,2,0,2318,954,228,5
L002318,O00954,C0186,Customer 0186,North,Consumer,customer186@example.com,2025-01-18,2025-01,Store,Completed,True,P005,Lamp 005,Lighting,65.00,1,65.00,0.20,0,,65.00,13.0000,52.0000,0.0000,52.0000,1,0,2319,955,187,6
L002319,O00954,C0186,Customer 0186,North,Consumer,customer186@example.com,2025-01-18,2025-01,Store,Completed,True,P007,Shelf 007,Storage,35.00,5,35.00,0.00,1,2025-02-16,175.00,0.0000,175.0000,175.0000,0.0000,5,5,2320,955,187,8
L002320,O00954,C0186,Customer 0186,North,Consumer,customer186@example.com,2025-01-18,2025-01,Store,Completed,True,P017,Lamp 017,Lighting,300.00,2,300.00,0.00,0,,600.00,0.0000,600.0000,0.0000,600.0000,2,0,2321,955,187,18
L002321,O00954,C0186,Customer 0186,North,Consumer,customer186@example.com,2025-01-18,2025-01,Store,Completed,True,P009,Lamp 009,Lighting,93.00,3,93.00,0.00,0,,279.00,0.0000,279.0000,0.0000,279.0000,3,0,2322,955,187,10
L002322,O00955,C0014,Customer 0014,North,Business,customer14@example.com,2025-06-17,2025-06,Store,Completed,True,P020,Desk 020,Furniture,189.00,1,189.00,0.20,0,,189.00,37.8000,151.2000,0.0000,151.2000,1,0,2323,956,15,21
L002323,O00955,C0014,Customer 0014,North,Business,customer14@example.com,2025-06-17,2025-06,Store,Completed,True,P021,Lamp 021,Lighting,249.00,3,249.00,0.00,0,,747.00,0.0000,747.0000,0.0000,747.0000,3,0,2324,956,15,22
L002324,O00955,C0014,Customer 0014,North,Business,customer14@example.com,2025-06-17,2025-06,Store,Completed,True,P020,Desk 020,Furniture,189.00,2,189.00,0.05,0,,378.00,18.9000,359.1000,0.0000,359.1000,2,0,2325,956,15,21
L002325,O00956,C0132,Customer 0132,North,Consumer,customer132@example.com,2025-06-02,2025-06,Store,Completed,True,P016,Desk 016,Furniture,231.00,1,231.00,0.05,0,,231.00,11.5500,219.4500,0.0000,219.4500,1,0,2326,957,133,17
L002326,O00956,C0132,Customer 0132,North,Consumer,customer132@example.com,2025-06-02,2025-06,Store,Completed,True,P019,Shelf 019,Storage,78.00,1,78.00,0.05,0,,78.00,3.9000,74.1000,0.0000,74.1000,1,0,2327,957,133,20
L002327,O00956,C0132,Customer 0132,North,Consumer,customer132@example.com,2025-06-02,2025-06,Store,Completed,True,P022,Chair 022,Furniture,134.00,1,134.00,0.20,0,,134.00,26.8000,107.2000,0.0000,107.2000,1,0,2328,957,133,23
L002328,O00956,C0132,Customer 0132,North,Consumer,customer132@example.com,2025-06-02,2025-06,Store,Completed,True,P020,Desk 020,Furniture,189.00,3,189.00,0.05,0,,567.00,28.3500,538.6500,0.0000,538.6500,3,0,2329,957,133,21
L002329,O00957,C0160,Customer 0160,West,Business,customer160@example.com,2025-09-02,2025-09,Store,Cancelled,False,P013,Lamp 013,Lighting,271.00,4,271.00,0.00,0,,1084.00,0.0000,1084.0000,0.0000,1084.0000,4,0,2330,958,161,14
L002330,O00957,C0160,Customer 0160,West,Business,customer160@example.com,2025-09-02,2025-09,Store,Cancelled,False,P008,Desk 008,Furniture,188.00,5,188.00,0.00,0,,940.00,0.0000,940.0000,0.0000,940.0000,5,0,2331,958,161,9
L002331,O00957,C0160,Customer 0160,West,Business,customer160@example.com,2025-09-02,2025-09,Store,Cancelled,False,P022,Chair 022,Furniture,134.00,5,134.00,0.20,0,,670.00,134.0000,536.0000,0.0000,536.0000,5,0,2332,958,161,23
L002332,O00957,C0160,Customer 0160,West,Business,customer160@example.com,2025-09-02,2025-09,Store,Cancelled,False,P018,Chair 018,Furniture,269.00,1,269.00,0.10,0,,269.00,26.9000,242.1000,0.0000,242.1000,1,0,2333,958,161,19
L002333,O00958,C0241,Customer 0241,North,Consumer,customer241@example.com,2025-06-05,2025-06,Online,Completed,True,P011,Shelf 011,Storage,80.00,5,80.00,0.20,0,,400.00,80.0000,320.0000,0.0000,320.0000,5,0,2334,959,242,12
L002334,O00959,C0235,Customer 0235,North,Business,customer235@example.com,2025-03-27,2025-03,Online,Completed,True,P024,Desk 024,Furniture,81.00,4,81.00,0.10,0,,324.00,32.4000,291.6000,0.0000,291.6000,4,0,2335,960,236,25
L002335,O00959,C0235,Customer 0235,North,Business,customer235@example.com,2025-03-27,2025-03,Online,Completed,True,P011,Shelf 011,Storage,80.00,4,80.00,0.20,0,,320.00,64.0000,256.0000,0.0000,256.0000,4,0,2336,960,236,12
L002336,O00959,C0235,Customer 0235,North,Business,customer235@example.com,2025-03-27,2025-03,Online,Completed,True,P006,Chair 006,Furniture,196.00,1,196.00,0.05,0,,196.00,9.8000,186.2000,0.0000,186.2000,1,0,2337,960,236,7
L002337,O00960,C0034,Customer 0034,East,Consumer,customer34@example.com,2025-09-09,2025-09,Online,Completed,True,P003,Shelf 003,Storage,199.00,1,199.00,0.20,1,2025-09-26,199.00,39.8000,159.2000,159.2000,0.0000,1,1,2338,961,35,4
L002338,O00960,C0034,Customer 0034,East,Consumer,customer34@example.com,2025-09-09,2025-09,Online,Completed,True,P006,Chair 006,Furniture,196.00,5,196.00,0.00,0,,980.00,0.0000,980.0000,0.0000,980.0000,5,0,2339,961,35,7
L002339,O00960,C0034,Customer 0034,East,Consumer,customer34@example.com,2025-09-09,2025-09,Online,Completed,True,P021,Lamp 021,Lighting,249.00,5,249.00,0.10,0,,1245.00,124.5000,1120.5000,0.0000,1120.5000,5,0,2340,961,35,22
L002340,O00960,C0034,Customer 0034,East,Consumer,customer34@example.com,2025-09-09,2025-09,Online,Completed,True,P005,Lamp 005,Lighting,65.00,4,65.00,0.10,0,,260.00,26.0000,234.0000,0.0000,234.0000,4,0,2341,961,35,6
L002341,O00961,C0179,Customer 0179,East,Consumer,customer179@example.com,2025-04-09,2025-04,Store,Completed,True,P017,Lamp 017,Lighting,300.00,4,300.00,0.00,0,,1200.00,0.0000,1200.0000,0.0000,1200.0000,4,0,2342,962,180,18
L002342,O00961,C0179,Customer 0179,East,Consumer,customer179@example.com,2025-04-09,2025-04,Store,Completed,True,P024,Desk 024,Furniture,81.00,4,81.00,0.00,0,,324.00,0.0000,324.0000,0.0000,324.0000,4,0,2343,962,180,25
L002343,O00961,C0179,Customer 0179,East,Consumer,customer179@example.com,2025-04-09,2025-04,Store,Completed,True,P016,Desk 016,Furniture,231.00,5,231.00,0.05,0,,1155.00,57.7500,1097.2500,0.0000,1097.2500,5,0,2344,962,180,17
L002344,O00961,C0179,Customer 0179,East,Consumer,customer179@example.com,2025-04-09,2025-04,Store,Completed,True,P007,Shelf 007,Storage,35.00,3,35.00,0.00,0,,105.00,0.0000,105.0000,0.0000,105.0000,3,0,2345,962,180,8
L002345,O00962,C0195,Customer 0195,West,Business,customer195@example.com,2025-06-22,2025-06,Online,Completed,True,P001,Lamp 001,Lighting,122.00,5,122.00,0.20,0,,610.00,122.0000,488.0000,0.0000,488.0000,5,0,2346,963,196,2
L002346,O00962,C0195,Customer 0195,West,Business,customer195@example.com,2025-06-22,2025-06,Online,Completed,True,P002,Chair 002,Furniture,284.00,3,284.00,0.20,0,,852.00,170.4000,681.6000,0.0000,681.6000,3,0,2347,963,196,3
L002347,O00962,C0195,Customer 0195,West,Business,customer195@example.com,2025-06-22,2025-06,Online,Completed,True,P013,Lamp 013,Lighting,271.00,4,271.00,0.20,0,,1084.00,216.8000,867.2000,0.0000,867.2000,4,0,2348,963,196,14
L002348,O00963,C0126,Customer 0126,South,Business,customer126@example.com,2025-08-02,2025-08,Online,Completed,True,P021,Lamp 021,Lighting,249.00,4,249.00,0.00,0,,996.00,0.0000,996.0000,0.0000,996.0000,4,0,2349,964,127,22
L002349,O00963,C0126,Customer 0126,South,Business,customer126@example.com,2025-08-02,2025-08,Online,Completed,True,P015,Shelf 015,Storage,254.00,1,254.00,0.20,0,,254.00,50.8000,203.2000,0.0000,203.2000,1,0,2350,964,127,16
L002350,O00963,C0126,Customer 0126,South,Business,customer126@example.com,2025-08-02,2025-08,Online,Completed,True,P019,Shelf 019,Storage,78.00,3,78.00,0.10,0,,234.00,23.4000,210.6000,0.0000,210.6000,3,0,2351,964,127,20
L002351,O00963,C0126,Customer 0126,South,Business,customer126@example.com,2025-08-02,2025-08,Online,Completed,True,P017,Lamp 017,Lighting,300.00,2,300.00,0.05,0,,600.00,30.0000,570.0000,0.0000,570.0000,2,0,2352,964,127,18
L002352,O00964,C0139,Customer 0139,North,Business,customer139@example.com,2025-06-26,2025-06,Store,Completed,True,P019,Shelf 019,Storage,78.00,5,78.00,0.10,1,2025-06-29,390.00,39.0000,351.0000,280.8000,70.2000,5,4,2353,965,140,20
L002353,O00965,C0167,Customer 0167,West,Consumer,customer167@example.com,2025-11-25,2025-11,Online,Completed,True,P004,Desk 004,Furniture,123.00,5,123.00,0.20,0,,615.00,123.0000,492.0000,0.0000,492.0000,5,0,2354,966,168,5
L002354,O00965,C0167,Customer 0167,West,Consumer,customer167@example.com,2025-11-25,2025-11,Online,Completed,True,P017,Lamp 017,Lighting,300.00,1,300.00,0.00,0,,300.00,0.0000,300.0000,0.0000,300.0000,1,0,2355,966,168,18
L002355,O00966,C0275,Customer 0275,East,Business,customer275@example.com,2025-07-28,2025-07,Store,Completed,True,P001,Lamp 001,Lighting,122.00,3,122.00,0.10,0,,366.00,36.6000,329.4000,0.0000,329.4000,3,0,2356,967,276,2
L002356,O00967,C0132,Customer 0132,North,Consumer,customer132@example.com,2025-03-03,2025-03,Online,Completed,True,P022,Chair 022,Furniture,134.00,1,134.00,0.20,0,,134.00,26.8000,107.2000,0.0000,107.2000,1,0,2357,968,133,23
L002357,O00967,C0132,Customer 0132,North,Consumer,customer132@example.com,2025-03-03,2025-03,Online,Completed,True,P006,Chair 006,Furniture,196.00,3,196.00,0.05,0,,588.00,29.4000,558.6000,0.0000,558.6000,3,0,2358,968,133,7
L002358,O00967,C0132,Customer 0132,North,Consumer,customer132@example.com,2025-03-03,2025-03,Online,Completed,True,P018,Chair 018,Furniture,269.00,5,269.00,0.10,0,,1345.00,134.5000,1210.5000,0.0000,1210.5000,5,0,2359,968,133,19
L002359,O00967,C0132,Customer 0132,North,Consumer,customer132@example.com,2025-03-03,2025-03,Online,Completed,True,P001,Lamp 001,Lighting,122.00,1,122.00,0.10,0,,122.00,12.2000,109.8000,0.0000,109.8000,1,0,2360,968,133,2
L002360,O00968,C0087,Customer 0087,North,Business,customer87@example.com,2025-08-24,2025-08,Store,Completed,True,P022,Chair 022,Furniture,134.00,1,134.00,0.00,0,,134.00,0.0000,134.0000,0.0000,134.0000,1,0,2361,969,88,23
L002361,O00968,C0087,Customer 0087,North,Business,customer87@example.com,2025-08-24,2025-08,Store,Completed,True,P021,Lamp 021,Lighting,249.00,5,249.00,0.05,0,,1245.00,62.2500,1182.7500,0.0000,1182.7500,5,0,2362,969,88,22
L002362,O00969,C0149,Customer 0149,East,Business,customer149@example.com,2025-11-29,2025-11,Online,Completed,True,P011,Shelf 011,Storage,80.00,5,80.00,0.20,0,,400.00,80.0000,320.0000,0.0000,320.0000,5,0,2363,970,150,12
L002363,O00969,C0149,Customer 0149,East,Business,customer149@example.com,2025-11-29,2025-11,Online,Completed,True,P024,Desk 024,Furniture,81.00,1,81.00,0.00,0,,81.00,0.0000,81.0000,0.0000,81.0000,1,0,2364,970,150,25
L002364,O00970,C0260,Customer 0260,South,Consumer,customer260@example.com,2025-03-31,2025-03,Online,Completed,True,P002,Chair 002,Furniture,284.00,3,284.00,0.05,0,,852.00,42.6000,809.4000,0.0000,809.4000,3,0,2365,971,261,3
L002365,O00970,C0260,Customer 0260,South,Consumer,customer260@example.com,2025-03-31,2025-03,Online,Completed,True,P018,Chair 018,Furniture,269.00,2,269.00,0.05,0,,538.00,26.9000,511.1000,0.0000,511.1000,2,0,2366,971,261,19
L002366,O00970,C0260,Customer 0260,South,Consumer,customer260@example.com,2025-03-31,2025-03,Online,Completed,True,P012,Desk 012,Furniture,134.00,5,134.00,0.00,0,,670.00,0.0000,670.0000,0.0000,670.0000,5,0,2367,971,261,13
L002367,O00971,C0075,Customer 0075,South,Business,customer75@example.com,2025-09-02,2025-09,Store,Completed,True,P005,Lamp 005,Lighting,65.00,2,65.00,0.05,0,,130.00,6.5000,123.5000,0.0000,123.5000,2,0,2368,972,76,6
L002368,O00971,C0075,Customer 0075,South,Business,customer75@example.com,2025-09-02,2025-09,Store,Completed,True,P017,Lamp 017,Lighting,300.00,2,300.00,0.10,0,,600.00,60.0000,540.0000,0.0000,540.0000,2,0,2369,972,76,18
L002369,O00971,C0075,Customer 0075,South,Business,customer75@example.com,2025-09-02,2025-09,Store,Completed,True,P021,Lamp 021,Lighting,249.00,4,249.00,0.05,0,,996.00,49.8000,946.2000,0.0000,946.2000,4,0,2370,972,76,22
L002370,O00972,C0071,Customer 0071,West,Consumer,customer71@example.com,2025-03-21,2025-03,Store,Completed,True,P021,Lamp 021,Lighting,249.00,2,249.00,0.10,0,,498.00,49.8000,448.2000,0.0000,448.2000,2,0,2371,973,72,22
L002371,O00972,C0071,Customer 0071,West,Consumer,customer71@example.com,2025-03-21,2025-03,Store,Completed,True,P009,Lamp 009,Lighting,93.00,1,93.00,0.05,0,,93.00,4.6500,88.3500,0.0000,88.3500,1,0,2372,973,72,10
L002372,O00972,C0071,Customer 0071,West,Consumer,customer71@example.com,2025-03-21,2025-03,Store,Completed,True,P021,Lamp 021,Lighting,249.00,4,249.00,0.20,0,,996.00,199.2000,796.8000,0.0000,796.8000,4,0,2373,973,72,22
L002373,O00972,C0071,Customer 0071,West,Consumer,customer71@example.com,2025-03-21,2025-03,Store,Completed,True,P015,Shelf 015,Storage,254.00,3,254.00,0.10,0,,762.00,76.2000,685.8000,0.0000,685.8000,3,0,2374,973,72,16
L002374,O00973,C0135,Customer 0135,West,Consumer,customer135@example.com,2025-07-09,2025-07,Online,Completed,True,P001,Lamp 001,Lighting,122.00,4,122.00,0.05,0,,488.00,24.4000,463.6000,0.0000,463.6000,4,0,2375,974,136,2
L002375,O00973,C0135,Customer 0135,West,Consumer,customer135@example.com,2025-07-09,2025-07,Online,Completed,True,P009,Lamp 009,Lighting,93.00,2,93.00,0.10,0,,186.00,18.6000,167.4000,0.0000,167.4000,2,0,2376,974,136,10
L002376,O00973,C0135,Customer 0135,West,Consumer,customer135@example.com,2025-07-09,2025-07,Online,Completed,True,P014,Chair 014,Furniture,294.00,3,294.00,0.20,0,,882.00,176.4000,705.6000,0.0000,705.6000,3,0,2377,974,136,15
L002377,O00973,C0135,Customer 0135,West,Consumer,customer135@example.com,2025-07-09,2025-07,Online,Completed,True,P007,Shelf 007,Storage,35.00,5,35.00,0.00,0,,175.00,0.0000,175.0000,0.0000,175.0000,5,0,2378,974,136,8
L002378,O00974,C0113,Customer 0113,South,Consumer,customer113@example.com,2025-06-17,2025-06,Online,Completed,True,P001,Lamp 001,Lighting,122.00,4,122.00,0.00,0,,488.00,0.0000,488.0000,0.0000,488.0000,4,0,2379,975,114,2
L002379,O00974,C0113,Customer 0113,South,Consumer,customer113@example.com,2025-06-17,2025-06,Online,Completed,True,P010,Chair 010,Furniture,211.00,2,211.00,0.20,0,,422.00,84.4000,337.6000,0.0000,337.6000,2,0,2380,975,114,11
L002380,O00974,C0113,Customer 0113,South,Consumer,customer113@example.com,2025-06-17,2025-06,Online,Completed,True,P021,Lamp 021,Lighting,249.00,5,249.00,0.10,0,,1245.00,124.5000,1120.5000,0.0000,1120.5000,5,0,2381,975,114,22
L002381,O00975,C0264,Customer 0264,South,Business,customer264@example.com,2025-07-13,2025-07,Store,Completed,True,P015,Shelf 015,Storage,254.00,2,254.00,0.05,0,,508.00,25.4000,482.6000,0.0000,482.6000,2,0,2382,976,265,16
L002382,O00975,C0264,Customer 0264,South,Business,customer264@example.com,2025-07-13,2025-07,Store,Completed,True,P019,Shelf 019,Storage,78.00,1,78.00,0.05,0,,78.00,3.9000,74.1000,0.0000,74.1000,1,0,2383,976,265,20
L002383,O00975,C0264,Customer 0264,South,Business,customer264@example.com,2025-07-13,2025-07,Store,Completed,True,P006,Chair 006,Furniture,196.00,3,196.00,0.00,0,,588.00,0.0000,588.0000,0.0000,588.0000,3,0,2384,976,265,7
L002384,O00975,C0264,Customer 0264,South,Business,customer264@example.com,2025-07-13,2025-07,Store,Completed,True,P021,Lamp 021,Lighting,249.00,4,249.00,0.20,0,,996.00,199.2000,796.8000,0.0000,796.8000,4,0,2385,976,265,22
L002385,O00976,C0046,Customer 0046,West,Consumer,customer46@example.com,2025-09-12,2025-09,Store,Completed,True,P020,Desk 020,Furniture,189.00,3,189.00,0.20,0,,567.00,113.4000,453.6000,0.0000,453.6000,3,0,2386,977,47,21
L002386,O00977,C0170,Customer 0170,East,Business,customer170@example.com,2025-08-21,2025-08,Store,Completed,True,P014,Chair 014,Furniture,294.00,3,294.00,0.10,0,,882.00,88.2000,793.8000,0.0000,793.8000,3,0,2387,978,171,15
L002387,O00977,C0170,Customer 0170,East,Business,customer170@example.com,2025-08-21,2025-08,Store,Completed,True,P020,Desk 020,Furniture,189.00,5,189.00,0.20,0,,945.00,189.0000,756.0000,0.0000,756.0000,5,0,2388,978,171,21
L002388,O00977,C0170,Customer 0170,East,Business,customer170@example.com,2025-08-21,2025-08,Store,Completed,True,P024,Desk 024,Furniture,81.00,2,81.00,0.1,0,,162.00,16.200,145.800,0.000,145.800,2,0,2389,978,171,25
L002389,O00978,C0281,Customer 0281,North,Business,customer281@example.com,2025-01-01,2025-01,Online,Completed,True,P018,Chair 018,Furniture,269.00,1,269.00,0.05,0,,269.00,13.4500,255.5500,0.0000,255.5500,1,0,2390,979,282,19
L002390,O00979,C0168,Customer 0168,North,Business,customer168@example.com,2025-08-23,2025-08,Store,Completed,True,P024,Desk 024,Furniture,81.00,4,81.00,0.20,0,,324.00,64.8000,259.2000,0.0000,259.2000,4,0,2391,980,169,25
L002391,O00979,C0168,Customer 0168,North,Business,customer168@example.com,2025-08-23,2025-08,Store,Completed,True,P016,Desk 016,Furniture,231.00,4,231.00,0.10,0,,924.00,92.4000,831.6000,0.0000,831.6000,4,0,2392,980,169,17
L002392,O00979,C0168,Customer 0168,North,Business,customer168@example.com,2025-08-23,2025-08,Store,Completed,True,P010,Chair 010,Furniture,211.00,3,211.00,0.00,0,,633.00,0.0000,633.0000,0.0000,633.0000,3,0,2393,980,169,11
L002393,O00980,C0255,Customer 0255,South,Business,customer255@example.com,2025-03-16,2025-03,Store,Completed,True,P007,Shelf 007,Storage,35.00,2,35.00,0.10,0,,70.00,7.0000,63.0000,0.0000,63.0000,2,0,2394,981,256,8
L002394,O00980,C0255,Customer 0255,South,Business,customer255@example.com,2025-03-16,2025-03,Store,Completed,True,P010,Chair 010,Furniture,211.00,1,211.00,0.20,0,,211.00,42.2000,168.8000,0.0000,168.8000,1,0,2395,981,256,11
L002395,O00980,C0255,Customer 0255,South,Business,customer255@example.com,2025-03-16,2025-03,Store,Completed,True,P007,Shelf 007,Storage,35.00,3,35.00,0.00,0,,105.00,0.0000,105.0000,0.0000,105.0000,3,0,2396,981,256,8
L002396,O00981,C0174,Customer 0174,South,Consumer,customer174@example.com,2025-09-28,2025-09,Online,Completed,True,P020,Desk 020,Furniture,189.00,4,189.00,0.20,0,,756.00,151.2000,604.8000,0.0000,604.8000,4,0,2397,982,175,21
L002397,O00981,C0174,Customer 0174,South,Consumer,customer174@example.com,2025-09-28,2025-09,Online,Completed,True,P021,Lamp 021,Lighting,249.00,2,249.00,0.10,0,,498.00,49.8000,448.2000,0.0000,448.2000,2,0,2398,982,175,22
L002398,O00982,C0207,Customer 0207,South,Consumer,customer207@example.com,2025-10-19,2025-10,Online,Completed,True,P019,Shelf 019,Storage,78.00,2,78.00,0.05,0,,156.00,7.8000,148.2000,0.0000,148.2000,2,0,2399,983,208,20
L002399,O00982,C0207,Customer 0207,South,Consumer,customer207@example.com,2025-10-19,2025-10,Online,Completed,True,P019,Shelf 019,Storage,78.00,3,78.00,0.20,0,,234.00,46.8000,187.2000,0.0000,187.2000,3,0,2400,983,208,20
L002400,O00983,C0064,Customer 0064,North,Business,customer64@example.com,2025-05-26,2025-05,Online,Completed,True,P020,Desk 020,Furniture,189.00,1,189.00,0.05,0,,189.00,9.4500,179.5500,0.0000,179.5500,1,0,2401,984,65,21
L002401,O00983,C0064,Customer 0064,North,Business,customer64@example.com,2025-05-26,2025-05,Online,Completed,True,P017,Lamp 017,Lighting,300.00,2,300.00,0.00,0,,600.00,0.0000,600.0000,0.0000,600.0000,2,0,2402,984,65,18
L002402,O00983,C0064,Customer 0064,North,Business,customer64@example.com,2025-05-26,2025-05,Online,Completed,True,P017,Lamp 017,Lighting,300.00,4,300.00,0.10,0,,1200.00,120.0000,1080.0000,0.0000,1080.0000,4,0,2403,984,65,18
L002403,O00983,C0064,Customer 0064,North,Business,customer64@example.com,2025-05-26,2025-05,Online,Completed,True,P005,Lamp 005,Lighting,65.00,1,65.00,0.10,0,,65.00,6.5000,58.5000,0.0000,58.5000,1,0,2404,984,65,6
L002404,O00984,C0034,Customer 0034,East,Consumer,customer34@example.com,2025-04-11,2025-04,Online,Completed,True,P002,Chair 002,Furniture,284.00,4,284.00,0.05,0,,1136.00,56.8000,1079.2000,0.0000,1079.2000,4,0,2405,985,35,3
L002405,O00984,C0034,Customer 0034,East,Consumer,customer34@example.com,2025-04-11,2025-04,Online,Completed,True,P017,Lamp 017,Lighting,300.00,3,300.00,0.05,0,,900.00,45.0000,855.0000,0.0000,855.0000,3,0,2406,985,35,18
L002406,O00984,C0034,Customer 0034,East,Consumer,customer34@example.com,2025-04-11,2025-04,Online,Completed,True,P012,Desk 012,Furniture,134.00,5,134.00,0.05,0,,670.00,33.5000,636.5000,0.0000,636.5000,5,0,2407,985,35,13
L002407,O00985,C0214,Customer 0214,West,Business,customer214@example.com,2025-10-09,2025-10,Store,Completed,True,P013,Lamp 013,Lighting,271.00,5,271.00,0.00,0,,1355.00,0.0000,1355.0000,0.0000,1355.0000,5,0,2408,986,215,14
L002408,O00985,C0214,Customer 0214,West,Business,customer214@example.com,2025-10-09,2025-10,Store,Completed,True,P010,Chair 010,Furniture,211.00,4,211.00,0.20,0,,844.00,168.8000,675.2000,0.0000,675.2000,4,0,2409,986,215,11
L002409,O00986,C0072,Customer 0072,South,Business,customer72@example.com,2025-04-15,2025-04,Store,Completed,True,P002,Chair 002,Furniture,284.00,4,284.00,0.10,0,,1136.00,113.6000,1022.4000,0.0000,1022.4000,4,0,2410,987,73,3
L002410,O00987,C0204,Customer 0204,South,Consumer,customer204@example.com,2025-07-10,2025-07,Store,Completed,True,P016,Desk 016,Furniture,231.00,3,231.00,0.05,0,,693.00,34.6500,658.3500,0.0000,658.3500,3,0,2411,988,205,17
L002411,O00988,C0134,Customer 0134,North,Consumer,customer134@example.com,2025-04-28,2025-04,Store,Completed,True,P022,Chair 022,Furniture,134.00,1,134.00,0.00,0,,134.00,0.0000,134.0000,0.0000,134.0000,1,0,2412,989,135,23
L002412,O00988,C0134,Customer 0134,North,Consumer,customer134@example.com,2025-04-28,2025-04,Store,Completed,True,P022,Chair 022,Furniture,134.00,2,134.00,0.10,0,,268.00,26.8000,241.2000,0.0000,241.2000,2,0,2413,989,135,23
